,price,ID,address,prce,lat,lon
40286,985000,119358135,1/2 Dunsterville Street Sandringham Vic 3191 ,13.800396920154226,-37.9466342,145.0166342
52264,1302400,120754885,14 Katrina Avenue Murrumbeena Vic 3163 ,14.079719274230413,-37.8991393,145.070477
1866,695000,112885047,1 Verbena Street Templestowe Vic 3106 ,13.45166712454693,-37.7565316,145.1312414
21169,784000,116760775,4 Regent Street Yarraville Vic 3013 ,13.572164299332545,-37.8122087,144.8887877
39028,395000,119198567,202/84 La Scala Avenue Maribyrnong Vic 3032 ,12.886641043883259,-37.7821153,144.8925429
29,1350000,106077031,1 Shelagh Court Warrandyte Vic 3113 ,14.115615150414612,-37.7525268,145.1917368
11323,480000,115082863,121 Harborne Street Macleod Vic 3085 ,13.081541382884074,-37.7190722,145.0939242
35941,493000,118868851,6/1 Balfe Crescent Brunswick West Vic 3055 ,13.108264453024827,-37.7683318,144.9390058
42559,531000,119611207,163 Elder Street Greensborough Vic 3088 ,13.182517300224076,-37.7163972,145.0990841
10781,570000,114991259,54 Elliot Street Mordialloc Vic 3195 ,13.253391639810733,-37.9971244,145.0956743
604,412500,111739059,10 Bellevue Boulevard Hillside Vic 3037 ,12.929991484756872,-37.6902394,144.7384384
38727,770000,119173483,9 Dunstan Street Preston Vic 3072 ,13.554145793829866,-37.7316348,144.9896771
28609,537450,117836471,5B Weyburn Place Avondale Heights Vic 3034 ,13.19459101140121,-37.7592697,144.8683984
19240,620000,116436155,43 Waterford Avenue Maribyrnong Vic 3032 ,13.337474757021274,-37.7724262,144.8791206
15261,395600,115811731,1/549 Station Street Carrum Vic 3197 ,12.888158878730694,-38.0757195,145.1229891
6492,600000,114173539,11 Walter Street Seddon Vic 3011 ,13.304684934198283,-37.8051803,144.8962645
47934,967000,120228977,18 Verdun Street Maidstone Vic 3012 ,13.781953774435431,-37.7816447,144.8821299
25389,788880,117410459,1/1 Carmel Avenue Mount Waverley Vic 3149 ,13.57836949700621,-37.8762183,145.1246751
17204,693500,116153491,8 Kylie Place Montmorency Vic 3094 ,13.449506518737023,-37.7154746,145.1307359
426,870000,111200771,11 Dickson Court Williamstown Vic 3016 ,13.676248490630767,-37.8587462,144.8797904
18626,490000,116344027,46 Purinuan Road Reservoir Vic 3073 ,13.102160670086809,-37.7089475,145.0282162
2785,310000,113153815,21/25 Goble Street Niddrie Vic 3042 ,12.644327576461329,-37.7345089,144.874523
46194,635000,120024241,25 Bluebell Crescent Gowanbrae Vic 3043 ,13.36138027787483,-37.7049639,144.8934821
38725,418500,119173367,19 Ozzimo Drive Hillside Vic 3037 ,12.944432168911668,-37.6985327,144.7522273
30226,1110000,118025031,116 Smith Street Thornbury Vic 3071 ,13.919870573288517,-37.7565668,144.9911551
5901,490000,114008775,13 Landbury Road Bundoora Vic 3083 ,13.102160670086809,-37.6933813,145.0448401
47012,616000,120116625,13 Fotini Gardens Bundoora Vic 3083 ,13.331002242515657,-37.6960806,145.0688133
30624,550000,118058959,59A Cooper Street Preston Vic 3072 ,13.217673557208654,-37.7351473,144.9939925
14342,442000,115529031,28 Manatunga Circuit Greensborough Vic 3088 ,12.999065161059836,-37.6975922,145.1063605
7118,880000,114315099,3/201 Beach Road Black Rock Vic 3193 ,13.687677186454389,-37.9822935,145.0205025
2306,650000,113018827,3/24 Shelley Street Elwood Vic 3184 ,13.38472764187182,-37.8799658,144.9781424
13854,746000,115456807,31 Regent Parade Cheltenham Vic 3192 ,13.522480879185897,-37.9559283,145.0643677
47102,452000,120125837,34 Menzies Drive Burnside Heights Vic 3023 ,13.021437458814368,-37.7287965,144.7630146
10354,800000,114931579,2/42 Cassinia Avenue Ashwood Vic 3147 ,13.592367006650065,-37.8633307,145.1074718
22872,305000,117011551,6 Trelawny Place Kings Park Vic 3021 ,12.628067055589549,-37.7347117,144.7723723
26986,979000,117619699,6 Mountfield Avenue Malvern East Vic 3145 ,13.794286921512647,-37.8772411,145.0883152
8943,580000,114681359,7 Hibiscus Crescent Point Cook Vic 3030 ,13.270783382522602,-37.903444,144.7507853
32762,570000,118334831,3/71 Ormond Road Elwood Vic 3184 ,13.253391639810733,-37.8825366,144.9828427
3876,455000,113496939,48 Station Place Sunshine Vic 3020 ,13.028052697933088,-37.7880386,144.8340468
12356,755000,115247739,18 Bridges Avenue Edithvale Vic 3196 ,13.534473028231162,-38.0384181,145.1185182
46393,530500,120044149,3/4 William Street Murrumbeena Vic 3163 ,13.181575237036174,-37.8934782,145.0763157
47436,285000,120171557,7/322 Sydenham Road Sydenham Vic 3037 ,12.560244459250788,-37.7110548,144.7816104
9949,625000,114869211,9 Benkel Avenue Cheltenham Vic 3192 ,13.345506928718539,-37.9676733,145.0836543
35971,317000,118874031,9 Trelawny Place Kings Park Vic 3021 ,12.666657052859417,-37.7349911,144.7723194
32742,1155000,118332847,20 Elm Grove Mount Waverley Vic 3149 ,13.959610901938031,-37.8713201,145.1465025
34672,387500,118568239,13 Garnet Way Taylors Hill Vic 3037 ,12.86747112777554,-37.7161653,144.7511217
47925,1190000,120227609,67 Blooms Road North Warrandyte Vic 3113 ,13.989463865087712,-37.723879,145.2266898
40459,620000,119374775,48 Central Park Avenue Maribyrnong Vic 3032 ,13.337474757021274,-37.7697802,144.8775679
22025,388000,116876187,2/56 Pender Street Thornbury Vic 3071 ,12.86876061860541,-37.7538713,145.0019982
51260,675000,120604229,1/2 Heather Avenue Ashwood Vic 3147 ,13.422467969854667,-37.8716784,145.1092981
51951,865500,120720809,74 Mitchell Street Northcote Vic 3070 ,13.671062653598401,-37.7728384,145.0041888
35311,805000,118723591,17 Crisp Avenue Brunswick Vic 3056 ,13.5985975564007,-37.7597908,144.9678617
53061,600000,120860989,2 May Court Bundoora Vic 3083 ,13.304684934198283,-37.6978978,145.0532564
49582,450000,120406721,62 Vincent Avenue St Albans Vic 3021 ,13.017002861746503,-37.73972,144.8098538
5410,769000,113891711,65 Latham Street Bentleigh East Vic 3165 ,13.55284624848778,-37.91394,145.0735369
34580,600000,118552571,6 Noumea Court Mulgrave Vic 3170 ,13.304684934198283,-37.9277442,145.1602856
34382,600000,118525351,9 Autumn Street Coburg Vic 3058 ,13.304684934198283,-37.7350048,144.9500032
29796,235000,117979011,2/2 Kiely Avenue Werribee Vic 3030 ,12.367340793126296,-37.9141137,144.6689451
39166,920500,119213819,12 Yarmouth Street Ringwood Vic 3134 ,13.73267227965527,-37.8248262,145.2256328
16769,755000,116071995,44 Elphinstone Street West Footscray Vic 3012 ,13.534473028231162,-37.7955116,144.8725387
23432,623000,117095735,1/2 Euroka Street Chadstone Vic 3148 ,13.34230179776959,-37.8783294,145.101116
24144,1180000,117210731,6 Clery Avenue Donvale Vic 3111 ,13.981024996441848,-37.7950814,145.2011718
36984,295000,118984495,9/1 Lorraine Court Sunshine Vic 3020 ,12.594730635321957,-37.785804,144.8217166
36175,1150000,118898607,2 Grange Park Avenue Doncaster Vic 3108 ,13.955272500339433,-37.7937673,145.1305305
11125,710000,115048367,15 Schild Street Yarraville Vic 3013 ,13.473020249017498,-37.817185,144.8949398
18261,1162500,116293967,26 Sunhill Road Glen Iris Vic 3146 ,13.966083416443649,-37.8502449,145.0582257
28342,322000,117787023,23 Spring Street Tullamarine Vic 3043 ,12.682306824526545,-37.7048031,144.8767329
16638,1095000,116038979,1 Grant Street Clifton Hill Vic 3068 ,13.906264921232738,-37.7898322,144.9959108
5941,775000,114015211,28 Apex Crescent Bulleen Vic 3105 ,13.560618308335483,-37.7700063,145.0923034
17246,285000,116159639,4/18 Stockdale Avenue Clayton Vic 3168 ,12.560244459250788,-37.9111374,145.1257322
18998,532000,116401651,15/77 Coghlan Street Niddrie Vic 3042 ,13.184398768323781,-37.7419938,144.8868302
46646,1150000,120076565,61a Woornack Road Carnegie Vic 3163 ,13.955272500339433,-37.898416,145.0616447
16639,630000,116039115,820/60 Siddeley Street Docklands Vic 3008 ,13.353475098367715,-37.8224195,144.9517008
12065,951000,115200855,3b Fraser Street Bentleigh East Vic 3165 ,13.765269341527528,-37.9173237,145.0633399
48787,970000,120328721,5 Sirius Court Yallambie Vic 3085 ,13.785051350479566,-37.7305934,145.086843
51537,574000,120636589,39 Murchison Crescent Clayton South Vic 3169 ,13.260384675301703,-37.9472455,145.1341104
15476,647000,115854255,774 Ferntree Gully Road Wheelers Hill Vic 3150 ,13.380101573483037,-37.9061167,145.1808742
8635,875000,114623903,6/3-5 Whittens Lane Doncaster Vic 3108 ,13.681979165339751,-37.7928098,145.1294529
5887,643000,114004971,56 Elstone Avenue Airport West Vic 3042 ,13.373900003219756,-37.7314842,144.8887255
16385,489000,116005235,184 Gladesville Boulevard Patterson Lakes Vic 3197 ,13.10011776845701,-38.0735324,145.1450276
50547,440000,120517393,10 Oriana Way Sydenham Vic 3037 ,12.994530005894443,-37.7061976,144.7692785
15526,300000,115863939,1/40 Yarralea Street Alphington Vic 3078 ,12.611537753638338,-37.7817131,145.032061
8068,340000,114510671,12 Carissa Circuit Werribee Vic 3030 ,12.736700896592344,-37.8911296,144.6649677
19156,420000,116424471,18 Corama Court Sydenham Vic 3037 ,12.948009990259552,-37.7090366,144.765378
7341,830000,114357295,11/197 Bay Street Brighton Vic 3186 ,13.62918097977278,-37.9059891,145.0060967
28149,931000,117765711,1/1135 Whitehorse Road Box Hill Vic 3128 ,13.744014556259204,-37.8172266,145.1174021
20846,520000,116714459,8 Daylesford Terrace Caroline Springs Vic 3023 ,13.16158409055761,-37.7482476,144.7411309
16222,383000,115974059,21 Barclay Street Albion Vic 3020 ,12.855790268162783,-37.7800165,144.8236306
19848,485000,116539223,17 Villiers Drive Point Cook Vic 3030 ,13.091904169919621,-37.8852277,144.7269232
1722,481000,112844955,54 Wimpole Crescent Bellfield Vic 3081 ,13.083622549087899,-37.750319,145.0328551
17674,490000,116216991,7/6-8 Olive Grove Parkdale Vic 3195 ,13.102160670086809,-37.9857279,145.0798244
46317,278500,120036121,143 Market Road Werribee Vic 3030 ,12.537173338349476,-37.8895975,144.6531789
5272,475000,113860539,20 Pickett Street Reservoir Vic 3073 ,13.071070083016778,-37.7031252,145.0155219
45133,482000,119896281,7 Banilla Close Point Cook Vic 3030 ,13.085699393032737,-37.9046818,144.7463043
17544,820000,116198831,126 Rankins Road Kensington Vic 3031 ,13.617059619240436,-37.7928279,144.9310274
40445,420000,119373187,1/45 Tarana Avenue Glenroy Vic 3046 ,12.948009990259552,-37.7111695,144.9047104
19589,787500,116479903,47 Beecroft Crescent Templestowe Vic 3106 ,13.576618649681926,-37.7708333,145.145614
6491,695000,114171831,62-64 Kangaroo Ground-warrandyte Road Warrandyte Vic 3113 ,13.45166712454693,-37.7368054,145.2225269
2272,661000,113008071,12  Kanooka Avenue Templestowe Lower Vic 3107 ,13.401509118833824,-37.7685389,145.116168
11990,597000,115189075,9 Linden Avenue Cheltenham Vic 3192 ,13.29967239237474,-37.9515382,145.0632593
2307,285000,113019455,9 Argyle Crescent Werribee Vic 3030 ,12.560244459250788,-37.8845436,144.6633978
43203,855000,119674663,8 Bath Place Williamstown Vic 3016 ,13.658856747918897,-37.8583473,144.8967591
17596,791000,116207435,6 Owens Street Doncaster East Vic 3109 ,13.581053246749791,-37.7767433,145.1460036
7349,605500,114357611,51 Medbury Avenue Greensborough Vic 3088 ,13.313809841975283,-37.7095048,145.0968022
50745,745000,120543041,1/10 Collace Street Brunswick Vic 3056 ,13.521139497361697,-37.7675735,144.9713139
41074,1310000,119453283,16 Third Street Parkdale Vic 3195 ,14.085537695177335,-37.9869822,145.0723588
28389,265000,117796599,203/153 Wellington Parade South East Melbourne Vic 3002 ,12.487485104968359,-37.8173936,144.9883203
16303,786000,115991323,9 Lancelot Crescent Glen Waverley Vic 3150 ,13.574712071411344,-37.8670338,145.1838859
24983,377000,117352411,60 Clarendon Wynd Caroline Springs Vic 3023 ,12.840000466430148,-37.7396471,144.7444011
44090,560000,119783879,23 Pebble Beach Place Heatherton Vic 3202 ,13.235692062711331,-37.9580494,145.0773519
35488,535000,118778443,2/1A Wattle Road Maidstone Vic 3012 ,13.190022025878143,-37.7774752,144.8814433
10157,820000,114900183,63 James Street Templestowe Vic 3106 ,13.617059619240436,-37.7556452,145.1222744
9450,462000,114789923,13 Ketwick Court Sydenham Vic 3037 ,13.043320170063875,-37.6974319,144.7615455
43006,788000,119656343,1/3 Eastway Avenue Donvale Vic 3111 ,13.577253368840017,-37.8018478,145.177153
43941,900000,119762591,230 Gooch Street Thornbury Vic 3071 ,13.710150042306449,-37.7599236,145.01789
14673,480000,115606391,30 Anselm Grove Glenroy Vic 3046 ,13.081541382884074,-37.7019219,144.9117215
24566,982000,117285347,1/29 Cromer Road Beaumaris Vic 3193 ,13.797346587336603,-37.9815009,145.0456865
18909,300000,116389063,2/39 Swindon Crescent Keilor Downs Vic 3038 ,12.611537753638338,-37.7182626,144.8076586
1662,470000,112821263,27 Heathmont Road Ringwood Vic 3134 ,13.060487973686241,-37.8191116,145.2388561
32519,905000,118307511,16 Kennedy Street Keilor Vic 3036 ,13.715690222682063,-37.7183821,144.8351078
51424,800000,120623137,18 Cartmell Street Heidelberg Vic 3084 ,13.592367006650065,-37.7548899,145.0653483
41233,1350000,119475455,12 Cantala Street Clayton Vic 3168 ,14.115615150414612,-37.9189165,145.1288734
24680,717000,117307175,2/91 Green Street Ivanhoe Vic 3079 ,13.482831119581757,-37.7647387,145.03572
16986,230000,116112995,23/750 DONCASTER ROAD Doncaster Vic 3108 ,12.345834587905333,-37.7866435,145.136947
15013,347500,115721887,4/199 Geelong Road Kingsville Vic 3012 ,12.758519943986984,-37.807694,144.8762369
17017,360000,116118387,25 Woodland Grove Briar Hill Vic 3088 ,12.793859310432293,-37.7057058,145.1265472
15231,332000,115804643,55 Warmington Road Sunshine West Vic 3020 ,12.712890247898626,-37.8022785,144.8229205
18648,592500,116347983,62 Mathieson Street Coburg North Vic 3058 ,13.292106151991423,-37.7210745,144.9694182
7130,832000,114319327,3 Bruce Street Bulleen Vic 3105 ,13.631587719803345,-37.7762283,145.1016548
37878,1160000,119098071,8 Darling Street Hughesdale Vic 3166 ,13.963930563082547,-37.9012034,145.0804434
43370,630000,119698243,3/8 Curtin Street Maidstone Vic 3012 ,13.353475098367715,-37.7868107,144.8690491
25166,408000,117379111,57 Billingham Road Deer Park Vic 3023 ,12.9190224533863,-37.7593673,144.7695616
26575,872000,117566331,1/5 North Street Richmond Vic 3121 ,13.678544702891116,-37.8164813,145.0121965
45493,465000,119932697,16/30 Strettle Street Thornbury Vic 3071 ,13.049792684569493,-37.7532785,144.983173
33209,1060000,118386611,492 Murray Road Preston Vic 3072 ,13.87377946608825,-37.7368673,144.9945019
27631,505000,117705391,1A Maxine Court Mount Waverley Vic 3149 ,13.132313708257497,-37.8836193,145.1110991
31122,1325000,118137355,298 Rathmines Street Thornbury Vic 3071 ,14.09692301740246,-37.7634179,145.0182293
41964,455000,119550399,105/131 Acland Street St Kilda Vic 3182 ,13.028052697933088,-37.868993,144.980153
47965,740000,120233677,6/18 Mentone Parade Mentone Vic 3194 ,13.514405465180353,-37.9894466,145.0647449
4211,763500,113591755,19 Wamba Road Bentleigh East Vic 3165 ,13.545668403640825,-37.93286,145.0548021
21255,780000,116771003,89 Marlborough Street Bentleigh East Vic 3165 ,13.567049198665774,-37.9101253,145.0681721
11241,1042000,115068851,218 Station Street Carlton North Vic 3054 ,13.85665250129545,-37.7921609,144.9750905
45452,540000,119928417,84 Haldane Road Niddrie Vic 3042 ,13.199324418540456,-37.7327225,144.8780077
2029,660000,112934703,63/50 Canterbury Road Middle Park Vic 3206 ,13.399995114002609,-37.8510535,144.9668595
32808,555215,118340587,2/1 Powers Street Donvale Vic 3111 ,13.227110705100838,-37.7740725,145.1807814
2574,595000,113089791,6 Fairland Avenue Oakleigh East Vic 3166 ,13.296316684527767,-37.9019624,145.1200948
31813,384000,118224967,5/8 Miranda Road Reservoir Vic 3073 ,12.858397831569864,-37.7075973,145.0244955
36698,320000,118955667,16 Leigh Street Werribee Vic 3030 ,12.676076274775909,-37.8899995,144.6494578
37765,467500,119086123,6 Oulton Street Fawkner Vic 3060 ,13.055154627710879,-37.6987007,144.9725302
5369,484500,113881915,3 Mayling Court Watsonia Vic 3087 ,13.090872710312958,-37.7153841,145.0843395
17366,1330000,116172303,3 Swindon Grove McKinnon Vic 3204 ,14.100689500197937,-37.9110806,145.0439134
48199,1050000,120256417,36 Limestone Avenue Keilor East Vic 3033 ,13.864300722133706,-37.7418763,144.8771257
21802,462000,116839239,1 Jells Place Caroline Springs Vic 3023 ,13.043320170063875,-37.7242543,144.7495796
17414,750000,116178887,92-94 Bladin Street Laverton Vic 3028 ,13.527828485512494,-37.8588849,144.7704805
46725,934000,120085077,2 Cambara Court Vermont South Vic 3133 ,13.74723171721098,-37.8519766,145.1713062
40173,880000,119347419,1/4 Bernborough Avenue Balwyn Vic 3103 ,13.687677186454389,-37.8036023,145.0749237
8174,249999,114528007,1 Glenda Street Werribee Vic 3030 ,12.429212196836383,-37.8898442,144.6574333
7642,715000,114427959,35 Cornwall Place Maribyrnong Vic 3032 ,13.480037821676145,-37.7862229,144.8956018
48968,570000,120344153,3/2 Scovell Crescent Maidstone Vic 3012 ,13.253391639810733,-37.783907,144.8790458
39395,500000,119231775,8/27 Brougham Street Kew Vic 3101 ,13.122363377404328,-37.8062638,145.0301812
50329,590000,120496401,215/9 The Arcade Docklands Vic 3008 ,13.287877815881902,-37.8124557,144.9380772
39186,1280000,119214667,35 Cornfield Grove Box Hill South Vic 3128 ,14.0623706358958,-37.8424523,145.1317199
32719,935000,118331683,164 Queensville Street Kingsville Vic 3012 ,13.748301808270824,-37.8112903,144.8826682
44581,600000,119842097,10 Carrington Street Sydenham Vic 3037 ,13.304684934198283,-37.6925225,144.7614307
28060,514000,117758203,3/417 Dryburgh Street North Melbourne Vic 3051 ,13.149978544437301,-37.7990235,144.9442844
17394,1150000,116177647,21 Shearwater Crescent Maribyrnong Vic 3032 ,13.955272500339433,-37.7882473,144.8992244
18930,875000,116391763,21 Eastleigh Drive Glen Waverley Vic 3150 ,13.681979165339751,-37.8817763,145.1849375
46083,615000,120012473,101/69 Dorcas Street South Melbourne Vic 3205 ,13.329377546788654,-37.8344641,144.9556061
35471,470000,118776087,1/259 Burwood Highway Burwood East Vic 3151 ,13.060487973686241,-37.8518753,145.1324012
25863,450000,117467583,7/97 Rattray Road Montmorency Vic 3094 ,13.017002861746503,-37.7187548,145.1140934
50595,1206000,120522341,54 Mimosa Road Carnegie Vic 3163 ,14.002819656269267,-37.8902171,145.0522907
20826,415000,116711895,117B Cornwall Road Sunshine Vic 3020 ,12.936033799212835,-37.7829722,144.8416285
519,770000,111599519,34 Rose Street Altona Vic 3018 ,13.554145793829866,-37.8679973,144.81944
15539,910000,115866539,3/44A Hunter Street Brunswick West Vic 3055 ,13.721199878493033,-37.7657307,144.9444028
25028,687500,117360559,11 McPherson Place Werribee Vic 3030 ,13.440817108522863,-37.9107716,144.6492469
1076,438500,112420639,127 Cabernet Crescent Bundoora Vic 3083 ,12.991115090794375,-37.6868864,145.0572952
42611,700000,119616799,3/13-15 Whittens Lane Doncaster Vic 3108 ,13.458835614025542,-37.7928098,145.1294529
6153,755000,114078979,15 Eildon Road Ashwood Vic 3147 ,13.534473028231162,-37.8620415,145.109991
32774,501000,118335963,113/101 Bay Street Port Melbourne Vic 3207 ,13.124361380067002,-37.840985,144.9400658
18032,412000,116262187,12 Jellicoe Street Werribee Vic 3030 ,12.928778628331663,-37.8980153,144.6679759
7588,475000,114413011,5 Desmond Street Maidstone Vic 3012 ,13.071070083016778,-37.7833514,144.8730635
13850,833500,115454979,9 Hardiman Street Kensington Vic 3031 ,13.633388981172986,-37.7952714,144.9318484
481,670000,111482095,9 Esmale Street Strathmore Vic 3041 ,13.415032991367148,-37.7284202,144.9148737
32662,1200000,118324395,19 Nelson Street Ringwood Vic 3134 ,13.997832114758229,-37.8119059,145.2240774
46656,916000,120077141,117 Glenhuntly Road Elwood Vic 3184 ,13.727771643656267,-37.8826099,144.9861814
32840,966000,118345507,13 Winjallock Crescent Vermont South Vic 3133 ,13.780919113194654,-37.8490659,145.2030247
44752,870000,119863857,28 Olwen Street Nunawading Vic 3131 ,13.676248490630767,-37.8084984,145.1805562
20947,670000,116729311,2/22 Bolton Street Spotswood Vic 3015 ,13.415032991367148,-37.8284906,144.8834921
34608,465000,118558747,407/77 Nott Street Port Melbourne Vic 3207 ,13.049792684569493,-37.8370002,144.942045
50461,988000,120509521,24  Eucalypt Avenue Templestowe Lower Vic 3107 ,13.803437976730004,-37.7712786,145.1243171
18104,1220000,116273483,10 Chislehurst Road Hampton Vic 3188 ,14.01436141670944,-37.9364722,145.020411
49759,510000,120429617,45 Frost Drive Delahey Vic 3037 ,13.142166004700508,-37.7241425,144.7741161
10205,527500,114909987,26 Koroneos Drive Werribee South Vic 3030 ,13.175904144332359,-37.9698474,144.6921133
16928,705000,116100703,7b Comas Road Beaumaris Vic 3193 ,13.465953081794405,-37.9727922,145.0406887
33647,686000,118431435,7 Carmel Close Greensborough Vic 3088 ,13.438632906708023,-37.6822594,145.1226709
10552,510000,114962523,5 Birrell Court Altona Meadows Vic 3028 ,13.142166004700508,-37.8829843,144.7768386
33303,430000,118399411,3/36 Gladstone Street Moonee Ponds Vic 3039 ,12.971540487669746,-37.7687726,144.9227861
19880,429000,116547567,7/228 RATHMINES STREET Fairfield Vic 3078 ,12.969212197910155,-37.7814711,145.0154094
20385,860000,116639735,119 Warrigal Road Hughesdale Vic 3166 ,13.664687668229691,-37.9003935,145.0867819
37616,397000,119067711,3/38 Hopetoun Avenue Brunswick West Vic 3055 ,12.891691559669328,-37.752978,144.935221
32595,820000,118316995,73 Power Avenue Chadstone Vic 3148 ,13.617059619240436,-37.8748305,145.1006888
34506,550000,118541499,8/4 Lambert Road Toorak Vic 3142 ,13.217673557208654,-37.847576,145.0110863
15787,950000,115913731,4/39 Mckean Street Box Hill North Vic 3129 ,13.764217263576723,-37.8132103,145.1318752
32951,427000,118353643,6/3-5 Wilmot Street Macleod Vic 3085 ,12.96453929221076,-37.7315493,145.0777616
15132,546000,115769299,8 Second Court Preston Vic 3072 ,13.210374254727043,-37.7347494,144.9847859
21942,725000,116862955,31 Sandown Road Ascot Vale Vic 3032 ,13.493926933836812,-37.783485,144.9192914
17963,866000,116252727,37 Anderson Street Newport Vic 3015 ,13.671640187544572,-37.8451037,144.8771833
31282,1100000,118159443,40B Alvie Road Mount Waverley Vic 3149 ,13.9108207377686,-37.872879,145.1223123
11544,297500,115120287,3/24 Glencairn Avenue Deer Park Vic 3023 ,12.603169503967822,-37.7693738,144.7771676
35516,599010,118786887,1 A Richard Street Box Hill North Vic 3129 ,13.303033571449053,-37.8042041,145.1269194
20887,615000,116722267,14/37 Ascot Vale Road Ascot Vale Vic 3032 ,13.329377546788654,-37.7770453,144.9231823
13656,1080000,115422323,48 Gladwyn Avenue Bentleigh East Vic 3165 ,13.892471599100402,-37.9124214,145.0574134
7539,557000,114402655,43 Salisbury Road Ashwood Vic 3147 ,13.230320518909421,-37.8724202,145.106072
27988,345000,117747747,2/94 Mcbryde Street Fawkner Vic 3060 ,12.751299696013497,-37.7065149,144.9763942
42931,927000,119648783,5/3 Anchor Place Prahran Vic 3181 ,13.739708844547993,-37.8509557,144.9943715
253,650000,110108325,2/149 Blackshaws Road Newport Vic 3015 ,13.38472764187182,-37.8363456,144.88294
40043,530000,119334875,1/167 Main Road Lower Plenty Vic 3093 ,13.180632285528304,-37.7250186,145.1190703
39534,602000,119245275,3/13 Coorigil Road Carnegie Vic 3163 ,13.308012724290958,-37.8956388,145.0604907
18105,970000,116273607,31 Newstead Street Maribyrnong Vic 3032 ,13.785051350479566,-37.7662722,144.8970475
24247,610000,117226335,20A & 20B Wyong Street Keilor East Vic 3033 ,13.321214236149494,-37.7348231,144.8658644
34254,870000,118514375,196 Pilgrim Street Seddon Vic 3011 ,13.676248490630767,-37.8037942,144.8857433
2109,349000,112955011,29 Fernhurst Avenue Derrimut Vic 3030 ,12.762827201184564,-37.790796,144.7586934
30702,870000,118071023,51 Hobart Road Murrumbeena Vic 3163 ,13.676248490630767,-37.8888958,145.0695207
43640,485000,119720743,2/8 Barry Street Reservoir Vic 3073 ,13.091904169919621,-37.7093805,145.0032645
36571,360000,118938663,13/28 Burton Avenue Clayton Vic 3168 ,12.793859310432293,-37.9264292,145.1160294
17379,387000,116173147,94 McIntyre Road Sunshine North Vic 3020 ,12.866179972011919,-37.7770385,144.8287022
17792,800000,116231259,11 Fuller Street Bulleen Vic 3105 ,13.592367006650065,-37.7773483,145.0902065
30723,457500,118074747,29 Martaban Crescent Point Cook Vic 3030 ,13.033532163697712,-37.8999553,144.7172281
34026,480000,118492911,9 Stuart Court Keilor Vic 3036 ,13.081541382884074,-37.7138348,144.822992
24512,675000,117273895,5/169 Pascoe Vale Road Moonee Ponds Vic 3039 ,13.422467969854667,-37.7597985,144.9261684
17019,740000,116118919,6 Clovis Street Oakleigh East Vic 3166 ,13.514405465180353,-37.9094929,145.1137866
8918,522500,114677107,5/2b Hawsleigh Avenue Balaclava Vic 3183 ,13.166380262821104,-37.8702368,144.9975621
532,1365000,111621859,108a Wheatley Road McKinnon Vic 3204 ,14.126664986601197,-37.9085211,145.0342543
18238,1009800,116290675,25 - 29 Anthony Drive Mount Waverley Vic 3149 ,13.825262849406952,-37.888592,145.135233
46942,1070000,120108049,72 Shepherd Road Glen Waverley Vic 3150 ,13.883169206438088,-37.8843718,145.1863458
49273,1190000,120380457,120 Landscape Drive Doncaster East Vic 3109 ,13.989463865087712,-37.7722448,145.1731162
31464,1200000,118181039,34-36 Euston Avenue Park Orchards Vic 3114 ,13.997832114758229,-37.7823074,145.2230983
44349,550000,119817359,3/115 Warrigal Road Hughesdale Vic 3166 ,13.217673557208654,-37.9003935,145.0867819
14744,375000,115624967,3/85 Surrey Road Blackburn North Vic 3130 ,12.834681304952548,-37.811322,145.1576388
38645,720000,119167707,2/2 James Street Montmorency Vic 3094 ,13.487006490992238,-37.7226577,145.1232385
29671,950000,117966419,5 Webb Street Burwood Vic 3125 ,13.764217263576723,-37.8561378,145.1058592
49161,545000,120365217,2/66 Whatley Street Carrum Vic 3197 ,13.208541073645382,-38.0802746,145.1304969
32228,669000,118272715,28 York Street Bonbeach Vic 3196 ,13.413539339110365,-38.0609972,145.1232662
11895,705000,115177231,2/236 Morack Road Vermont South Vic 3133 ,13.465953081794405,-37.8457014,145.1991118
23308,675000,117078127,1294 North Road Oakleigh South Vic 3167 ,13.422467969854667,-37.9098595,145.0881668
40124,668000,119341855,6/33-39 Hopetoun Parade Box Hill Vic 3128 ,13.412043452518782,-37.8187823,145.1154325
37872,520000,119097503,2/23 Glenroy Road Glenroy Vic 3046 ,13.16158409055761,-37.7061909,144.9165425
32750,745000,118334031,53 Rivett Crescent Mulgrave Vic 3170 ,13.521139497361697,-37.9151138,145.1605539
39466,730000,119237387,5 Mintleaf Grove Mitcham Vic 3132 ,13.500799813124575,-37.823473,145.1875102
10701,970000,114980895,339 South Road Brighton East Vic 3187 ,13.785051350479566,-37.9295176,145.0064542
50887,855000,120559541,5 Allison Court Vermont Vic 3133 ,13.658856747918897,-37.838001,145.2018473
34241,452000,118513271,14/59 Riversdale Road Hawthorn Vic 3122 ,13.021437458814368,-37.8282765,145.0302194
50080,1185000,120464613,122 Cramer Street Preston Vic 3072 ,13.985253332551368,-37.7386659,144.9881279
32050,1000000,118249747,15 Alma Grove St Kilda Vic 3182 ,13.815510557964274,-37.8620874,144.9897639
304,630000,110537445,2/100 Bluff Road Black Rock Vic 3193 ,13.353475098367715,-37.9650418,145.0183697
